site,scrap_time,path,has_html,inline_count,external_count,onclick_count,onload_count,onchange_count,avg_inline_script_block,avg_external_script_block,avg_onclick_count,avg_onload_count,avg_onchange_count,avg_cyc_complexity,library_code_count,Predicted Results,Actual Results
f8dsf76d6fds6fdsf8sdf7s8df687sdf76867f67.000webhostapp.com,2017-11-17 07-44-28,C:\Phishing Project\phishtank - november 2017\content\179\f8dsf76d6fds6fdsf8sdf7s8df687sdf76867f67.000webhostapp.com\2017-11-17 07-44-28,1,1.0,4.0,1,0.0,0.0,0.0,22.0,76,2,1,0.0,0,phish,phish
www.latamventuresclub.com,2017-09-28 03-47-07,C:\Phishing Project\phishtank - september 2017\content\0d6\www.latamventuresclub.com\2017-09-28 03-47-07,1,1.0,0.0,1,0.0,1.0,0.0,0.0,0,0,0,0.0,0,phish,phish
hako1local.jimdo.com,2017-11-20 06-57-12,C:\target site - 20K alexa\content\43f\hako1local.jimdo.com\2017-11-20 06-57-12,1,7.0,2.0,1,0.0,0.0,0.0,0.0,0,2,0,0.0,0,phish,alexa
iagreview.org.uk,2017-09-22 11-44-15,C:\Phishing Project\phishtank - september 2017\content\a14\iagreview.org.uk\2017-09-22 11-44-15,1,1.0,1.0,1,0.0,0.0,0.0,0.0,0,1,0,0.0,0,phish,phish
chinatour360.com,2017-11-20 08-52-59,C:\target site - 20K alexa\content\359\chinatour360.com\2017-11-20 08-52-59,1,1.0,2.0,1,0.0,0.0,0.0,45.0,146,1,1,0.0,0,phish,alexa
recantojaguari.com.br,2017-11-25 10-49-01,C:\Phishing Project\phishtank - november 2017\content\516\recantojaguari.com.br\2017-11-25 10-49-01,1,0.0,1.0,2,0.5,0.5,0.0,0.0,589,0,1,0.0,0,phish,phish
theservicepro.net,2017-11-20 06-23-09,C:\target site - 20K alexa\content\75d\theservicepro.net\2017-11-20 06-23-09,1,0.0,0.0,1,0.0,0.0,0.0,0.0,0,0,0,0.0,0,phish,alexa
drleuchter.com,2017-11-17 03-29-05,C:\Phishing Project\phishtank - november 2017\content\836\drleuchter.com\2017-11-17 03-29-05,1,5.0,3.0,1,0.0,0.0,0.0,20.0,76,0,2,1.0,2,phish,phish
k12.sd.us,2017-11-20 04-57-10,C:\target site - 20K alexa\content\ee5\k12.sd.us\2017-11-20 04-57-10,1,1.0,0.0,1,0.0,0.0,0.0,0.0,0,0,0,0.0,0,phish,alexa
orderbrand.com,2017-09-20 02-45-39,C:\Phishing Project\phishtank - september 2017\content\39d\orderbrand.com\2017-09-20 02-45-39,1,0.0,0.0,1,0.0,0.0,0.0,0.0,0,0,0,0.0,0,phish,phish
avedisova.com,2017-09-22 03-40-12,C:\Phishing Project\phishtank - september 2017\content\5e0\avedisova.com\2017-09-22 03-40-12,1,9.0,9.0,2,0.0,0.0,0.0,268.0,4502,1,8,0.875,7,phish,phish
funeraire.etec-rdc.org,2017-10-05 04-44-25,C:\Phishing Project\phishtank - october 2017\content\b78\funeraire.etec-rdc.org\2017-10-05 04-44-25,1,1.0,3.0,1,0.0,0.0,0.0,52.0,156,1,1,0.0,0,phish,phish
search-fort.com,2017-11-20 01-14-15,C:\target site - 20K alexa\content\5a0\search-fort.com\2017-11-20 01-14-15,1,0.0,1.0,1,0.0,0.0,0.0,34.0,195,0,1,0.0,0,phish,alexa
activation-call-center-advert.com,2017-11-26 07-49-00,C:\Phishing Project\phishtank - november 2017\content\14a\activation-call-center-advert.com\2017-11-26 07-49-00,1,2.0,1.0,1,0.0,0.0,0.0,181.0,426,0,1,1.0,1,phish,phish
desbloqueio-conta-bb.com,2017-11-20 05-34-05,C:\Phishing Project\phishtank - november 2017\content\d55\desbloqueio-conta-bb.com\2017-11-20 05-34-05,1,0.0,0.0,1,0.0,0.0,0.0,0.0,0,0,0,0.0,0,phish,phish
www.agricomponentgroup.com,2017-09-24 12-19-11,C:\Phishing Project\phishtank - september 2017\content\134\www.agricomponentgroup.com\2017-09-24 12-19-11,1,4.0,2.0,1,1.0,0.0,0.0,42.0,525,1,1,0.0,0,phish,phish
pusatgrosirkaos.co.id,2017-10-05 03-44-02,C:\Phishing Project\phishtank - october 2017\content\b60\pusatgrosirkaos.co.id\2017-10-05 03-44-02,1,1.0,0.0,1,0.0,1.0,0.0,0.0,0,0,0,0.0,0,phish,phish
www.macroboilerbd.com,2017-11-17 05-14-22,C:\Phishing Project\phishtank - november 2017\content\d8c\www.macroboilerbd.com\2017-11-17 05-14-22,1,23.0,10.33333333,3,8.0,0.0,0.0,874.0,5520,8,2,1.0,2,phish,phish
kashou-arch.com,2017-11-20 10-44-44,C:\Phishing Project\phishtank - november 2017\content\1db\kashou-arch.com\2017-11-20 10-44-44,1,5.0,3.0,1,0.0,0.0,0.0,20.0,76,0,2,1.0,2,phish,phish
www.alrawahigroup.com,2017-09-24 02-24-06,C:\Phishing Project\phishtank - september 2017\content\234\www.alrawahigroup.com\2017-09-24 02-24-06,1,4.0,2.0,1,1.0,0.0,0.0,42.0,525,1,1,0.0,0,phish,phish
britedcostarica.com,2017-11-25 12-50-06,C:\Phishing Project\phishtank - november 2017\content\3fa\britedcostarica.com\2017-11-25 12-50-06,1,1.0,4.0,2,0.0,0.0,0.0,60.0,206,3,1,1.0,1,phish,phish
dendroj.directbesta.su,2017-11-20 08-24-00,C:\Phishing Project\phishtank - november 2017\content\572\dendroj.directbesta.su\2017-11-20 08-24-00,1,3.0,3.0,1,1.0,0.0,0.0,2824.0,15361,0,2,1.0,2,phish,phish
www.hcctraining.ac.uk,2017-09-22 10-15-21,C:\Phishing Project\phishtank - september 2017\content\487\www.hcctraining.ac.uk\2017-09-22 10-15-21,1,5.0,37.0,1,0.0,0.0,0.0,0.0,0,36,0,0.0,0,phish,phish
edicionsdeponent.com,2017-09-20 01-50-53,C:\Phishing Project\phishtank - september 2017\content\b86\edicionsdeponent.com\2017-09-20 01-50-53,1,3.0,9.0,1,4.0,1.0,0.0,328.8,8405,2,5,0.2,1,phish,phish
espace-beauvoir.com,2017-09-20 07-59-11,C:\Phishing Project\phishtank - september 2017\content\333\espace-beauvoir.com\2017-09-20 07-59-11,1,0.0,2.0,1,1.0,1.0,0.0,0.0,0,0,0,0.0,0,phish,phish
casafridaysl.kinghost.net,2017-11-20 01-49-24,C:\Phishing Project\phishtank - november 2017\content\991\casafridaysl.kinghost.net\2017-11-20 01-49-24,1,45.0,55.5,4,54.0,0.0,2.0,250.73684210000002,44496,8,38,0.5,19,phish,phish
travelbearbureau.com,2017-11-16 07-04-00,C:\Phishing Project\phishtank - november 2017\content\3b2\travelbearbureau.com\2017-11-16 07-04-00,1,2.0,2.0,1,0.0,0.0,0.0,1751.0,23516,0,2,1.0,2,phish,phish
gondsert2109901.000webhostapp.com,2017-11-17 02-24-28,C:\Phishing Project\phishtank - november 2017\content\056\gondsert2109901.000webhostapp.com\2017-11-17 02-24-28,1,1.0,1.0,1,1.0,0.0,0.0,181.0,426,0,1,1.0,1,phish,phish
www.totalserviceconsultoria.com,2017-09-21 09-44-44,C:\Phishing Project\phishtank - september 2017\content\bdd\www.totalserviceconsultoria.com\2017-09-21 09-44-44,1,4.0,10.0,1,0.0,0.0,0.0,0.0,0,2,0,0.0,0,phish,phish
new-ways.online,2017-09-20 08-36-03,C:\Phishing Project\phishtank - september 2017\content\315\new-ways.online\2017-09-20 08-36-03,1,0.0,0.0,1,0.0,0.0,0.0,0.0,0,0,0,0.0,0,phish,phish
info530fb00177.000webhostapp.com,2017-09-23 10-49-08,C:\Phishing Project\phishtank - september 2017\content\d52\info530fb00177.000webhostapp.com\2017-09-23 10-49-08,1,2.0,1.0,1,0.0,0.0,0.0,181.0,426,0,1,1.0,1,phish,phish
servibm6.beget.tech,2017-11-23 08-14-29,C:\Phishing Project\phishtank - november 2017\content\465\servibm6.beget.tech\2017-11-23 08-14-29,1,23.0,19.0,2,6.0,0.0,0.0,59.0,1755,7,9,0.111111111,1,phish,phish
www.adancingthiead.com,2017-09-23 09-14-54,C:\Phishing Project\phishtank - september 2017\content\0b5\www.adancingthiead.com\2017-09-23 09-14-54,1,1.0,3.0,1,0.0,0.0,0.0,52.0,156,1,1,0.0,0,phish,phish
www.autobilan-chasseneuillais.fr,2017-10-01 11-59-15,C:\Phishing Project\phishtank - october 2017\content\f79\www.autobilan-chasseneuillais.fr\2017-10-01 11-59-15,1,1.0,4.0,1,0.0,0.0,0.0,60.0,206,3,1,1.0,1,phish,phish
realsoulmates.com,2017-11-26 09-44-05,C:\Phishing Project\phishtank - november 2017\content\0f0\realsoulmates.com\2017-11-26 09-44-05,1,1.0,0.0,1,0.0,0.0,0.0,0.0,0,0,0,0.0,0,phish,phish
entea.fr,2017-11-20 05-29-17,C:\target site - 20K alexa\content\0bf\entea.fr\2017-11-20 05-29-17,1,4.0,1.0,2,0.0,0.0,0.0,30.0,327,0,1,0.0,0,phish,alexa
associationdescadres.ca,2017-11-21 10-19-53,C:\Phishing Project\phishtank - november 2017\content\4c7\associationdescadres.ca\2017-11-21 10-19-53,1,0.0,2.0,1,1.0,1.0,0.0,0.0,0,0,0,0.0,0,phish,phish
lanyuancosmetics.com,2017-11-17 06-44-27,C:\Phishing Project\phishtank - november 2017\content\2fa\lanyuancosmetics.com\2017-11-17 06-44-27,1,0.0,0.0,1,0.0,0.0,0.0,0.0,0,0,0,0.0,0,phish,phish
www.hedgeconetworks.com,2017-09-21 04-00-07,C:\Phishing Project\phishtank - september 2017\content\8db\www.hedgeconetworks.com\2017-09-21 04-00-07,1,2.0,1.0,1,0.0,0.0,0.0,49.0,214,0,1,0.0,0,phish,phish
aburu.wemple.org,2017-09-20 08-47-29,C:\Phishing Project\phishtank - september 2017\content\8bb\aburu.wemple.org\2017-09-20 08-47-29,1,14.0,7.0,2,1.0,0.0,0.0,367.1666667,4523,1,6,0.666666667,4,phish,phish
br248.teste.website,2017-11-23 06-59-04,C:\Phishing Project\phishtank - november 2017\content\3d4\br248.teste.website\2017-11-23 06-59-04,1,28.0,33.66666667,3,61.33333333,0.0,0.666666667,207.25,20427,15,24,0.666666667,16,phish,phish
italia9.net,2017-11-17 10-45-17,C:\Phishing Project\phishtank - november 2017\content\3d2\italia9.net\2017-11-17 10-45-17,1,0.0,0.0,1,0.0,0.0,0.0,0.0,0,0,0,0.0,0,phish,phish
gaysonic.eu,2017-11-20 06-11-04,C:\target site - 20K alexa\content\934\gaysonic.eu\2017-11-20 06-11-04,1,2.0,7.0,1,0.0,0.0,0.0,43.5,318,3,4,0.75,3,phish,alexa
welt.de,2017-11-19 11-39-55,C:\target site - 20K alexa\content\04e\welt.de\2017-11-19 11-39-55,1,8.0,1.0,1,0.0,2.0,0.0,0.0,0,1,0,0.0,0,phish,alexa
icosce.co.in,2017-10-05 04-54-04,C:\Phishing Project\phishtank - october 2017\content\d23\icosce.co.in\2017-10-05 04-54-04,1,1.0,3.0,1,0.0,0.0,0.0,52.0,156,1,1,0.0,0,phish,phish
vip.bizcrypts.top,2017-11-24 12-44-05,C:\Phishing Project\phishtank - november 2017\content\fd4\vip.bizcrypts.top\2017-11-24 12-44-05,1,10.0,2.5,2,1.0,2.0,0.0,884.0,7412,1,2,1.0,2,phish,phish
profrutales.com,2017-11-21 04-29-02,C:\Phishing Project\phishtank - november 2017\content\3bb\profrutales.com\2017-11-21 04-29-02,1,4.0,0.0,1,0.0,0.0,0.0,0.0,0,0,0,0.0,0,phish,phish
mypcera.com,2017-11-20 06-46-25,C:\target site - 20K alexa\content\9e1\mypcera.com\2017-11-20 06-46-25,1,0.0,0.0,1,0.0,0.0,0.0,0.0,0,0,0,0.0,0,phish,alexa
zakat-chamber.gov.sd,2017-09-24 06-14-27,C:\Phishing Project\phishtank - september 2017\content\1f1\zakat-chamber.gov.sd\2017-09-24 06-14-27,1,6.0,1.0,1,0.0,0.0,0.0,0.0,0,1,0,0.0,0,phish,phish
www-liquidacao-dia-dos-pais.zzz.com.ua,2017-09-22 05-44-01,C:\Phishing Project\phishtank - september 2017\content\430\www-liquidacao-dia-dos-pais.zzz.com.ua\2017-09-22 05-44-01,1,28.0,34.0,3,61.33333333,0.0,0.666666667,206.0,20324,16,24,0.666666667,16,phish,phish
integrando.org.ar,2017-11-21 03-45-05,C:\target site - 20K alexa\content\c2f\integrando.org.ar\2017-11-21 03-45-05,1,0.0,0.0,1,0.0,0.0,0.0,0.0,0,0,0,0.0,0,phish,alexa
playas-valencia.com,2017-11-24 12-14-10,C:\Phishing Project\phishtank - november 2017\content\72b\playas-valencia.com\2017-11-24 12-14-10,1,1.0,4.0,1,1.0,0.0,0.0,61.0,805,1,3,0.666666667,2,phish,phish
tradingunited.es,2017-11-20 05-41-14,C:\target site - 20K alexa\content\88b\tradingunited.es\2017-11-20 05-41-14,1,0.0,1.0,1,0.0,0.0,0.0,20.0,82,0,1,0.0,0,phish,alexa
www.bingosbingos.es,2017-09-22 07-45-35,C:\Phishing Project\phishtank - september 2017\content\1ce\www.bingosbingos.es\2017-09-22 07-45-35,1,4.0,3.0,2,0.0,0.0,0.0,1031.0,13269,0,3,0.666666667,2,phish,phish
www.bellinisrestaurantct.com,2017-09-22 06-24-14,C:\Phishing Project\phishtank - september 2017\content\014\www.bellinisrestaurantct.com\2017-09-22 06-24-14,1,4.0,2.0,1,1.0,0.0,0.0,42.0,525,1,1,0.0,0,phish,phish
updateinfo.dhxbe.4tsfcl7kfzx9acu5g.xyz,2017-11-20 01-29-01,C:\Phishing Project\phishtank - november 2017\content\190\updateinfo.dhxbe.4tsfcl7kfzx9acu5g.xyz\2017-11-20 01-29-01,1,15.0,4.5,2,1.0,2.0,0.0,658.3333332999999,8922,1,3,1.0,3,phish,phish
tyres.co.tz,2017-11-25 12-49-20,C:\Phishing Project\phishtank - november 2017\content\1ae\tyres.co.tz\2017-11-25 12-49-20,1,2.0,4.0,1,0.0,0.0,0.0,479.66666669999995,2717,1,3,1.0,3,phish,phish
www.smartpropertychoices.com.au,2017-09-20 06-24-55,C:\Phishing Project\phishtank - september 2017\content\f51\www.smartpropertychoices.com.au\2017-09-20 06-24-55,1,1.0,1.0,1,0.0,0.0,0.0,0.0,0,1,0,0.0,0,phish,phish
id264567324522.rozliczeniedp.pl,2017-11-23 05-04-07,C:\Phishing Project\phishtank - november 2017\content\d00\id264567324522.rozliczeniedp.pl\2017-11-23 05-04-07,1,1.0,1.0,1,1.0,0.0,0.0,0.0,0,1,0,0.0,0,phish,phish
3fdsddrrfsd.000webhostapp.com,2017-09-22 01-24-09,C:\Phishing Project\phishtank - september 2017\content\f92\3fdsddrrfsd.000webhostapp.com\2017-09-22 01-24-09,1,4.0,0.0,1,0.0,0.0,0.0,0.0,0,0,0,0.0,0,phish,phish
www.infertilityhomoeopathy.com,2017-09-23 01-39-07,C:\Phishing Project\phishtank - september 2017\content\b78\www.infertilityhomoeopathy.com\2017-09-23 01-39-07,1,1.0,4.0,1,0.0,0.0,0.0,60.0,206,3,1,1.0,1,phish,phish
homeopathicarogya.com,2017-11-23 10-44-39,C:\Phishing Project\phishtank - november 2017\content\f3b\homeopathicarogya.com\2017-11-23 10-44-39,1,5.0,3.0,1,0.0,0.0,0.0,20.0,76,0,2,1.0,2,phish,phish
gruppovoe-porno.net,2017-11-20 11-08-36,C:\target site - 20K alexa\content\49d\gruppovoe-porno.net\2017-11-20 11-08-36,1,4.0,2.0,2,0.5,0.0,0.0,139.0,426,1,1,0.0,0,phish,alexa
www.terrydev.info,2017-09-24 02-49-18,C:\Phishing Project\phishtank - september 2017\content\2c5\www.terrydev.info\2017-09-24 02-49-18,1,1.0,1.0,1,0.0,0.0,0.0,0.0,0,1,0,0.0,0,phish,phish
primusinvestments.com,2017-09-28 07-39-00,C:\Phishing Project\phishtank - september 2017\content\941\primusinvestments.com\2017-09-28 07-39-00,1,5.0,4.0,1,0.0,1.0,0.0,9.0,105,0,4,0.0,0,phish,phish
goo.gl,2017-09-21 11-14-04,C:\Phishing Project\phishtank - september 2017\content\7c9\goo.gl\2017-09-21 11-14-04,1,6.0,5.0,2,0.0,0.0,0.0,0.0,5941,2,3,1.0,3,phish,phish
ayolagu.com,2017-11-18 07-59-01,C:\Phishing Project\phishtank - november 2017\content\6a9\ayolagu.com\2017-11-18 07-59-01,1,0.0,0.0,1,0.0,0.0,0.0,0.0,0,0,0,0.0,0,phish,phish
fb-security-center-us.000webhostapp.com,2017-09-21 05-31-20,C:\Phishing Project\phishtank - september 2017\content\945\fb-security-center-us.000webhostapp.com\2017-09-21 05-31-20,1,2.0,1.0,1,0.0,0.0,0.0,181.0,426,0,1,1.0,1,phish,phish
typingscout.com,2017-11-21 03-06-32,C:\target site - 20K alexa\content\5cc\typingscout.com\2017-11-21 03-06-32,1,6.0,3.0,1,7.0,0.0,0.0,654.0,3440,0,3,0.0,0,phish,alexa
truesocialmetrics.com,2017-12-04 10-06-19,C:\target site - 20K alexa\content\a59\truesocialmetrics.com\2017-12-04 10-06-19,1,5.0,3.0,1,0.0,2.0,0.0,34.5,653,1,2,0.0,0,phish,alexa
secureservicesaccountupdate.rf.gd,2017-09-23 02-14-03,C:\Phishing Project\phishtank - september 2017\content\6ef\secureservicesaccountupdate.rf.gd\2017-09-23 02-14-03,1,0.0,2.0,1,1.0,1.0,0.0,0.0,17,0,1,1.0,1,phish,phish
mangepatou.fr,2017-11-20 12-24-00,C:\Phishing Project\phishtank - november 2017\content\526\mangepatou.fr\2017-11-20 12-24-00,1,2.0,0.0,1,0.0,0.0,0.0,0.0,0,0,0,0.0,0,phish,phish
www.nqnbgnfhu.com,2017-11-20 03-24-00,C:\Phishing Project\phishtank - november 2017\content\8dc\www.nqnbgnfhu.com\2017-11-20 03-24-00,1,1.0,0.0,1,0.0,0.0,0.0,0.0,0,0,0,0.0,0,phish,phish
login-resolve-confirmation-policy.com,2017-11-24 04-49-40,C:\Phishing Project\phishtank - november 2017\content\27f\login-resolve-confirmation-policy.com\2017-11-24 04-49-40,1,1.0,1.0,1,0.0,0.0,0.0,0.0,0,1,0,0.0,0,phish,phish
wvw-paypval-comm-support.approvoec.uk,2017-11-19 01-44-36,C:\Phishing Project\phishtank - november 2017\content\313\wvw-paypval-comm-support.approvoec.uk\2017-11-19 01-44-36,1,8.0,14.0,2,0.0,0.0,0.0,120.68181820000001,6515,2,22,1.0,22,phish,phish
paypalupdateyouraccount.com.iessrj.com.br,2017-11-26 02-19-00,C:\Phishing Project\phishtank - november 2017\content\4fd\paypalupdateyouraccount.com.iessrj.com.br\2017-11-26 02-19-00,1,0.0,2.0,1,1.0,1.0,0.0,0.0,0,0,0,0.0,0,phish,phish
puntoalerta.com,2017-11-24 03-49-02,C:\Phishing Project\phishtank - november 2017\content\443\puntoalerta.com\2017-11-24 03-49-02,1,0.0,1.0,2,0.5,0.5,0.0,0.0,0,0,0,0.0,0,phish,phish
www.emailsupportcenter.com,2017-11-18 04-44-02,C:\Phishing Project\phishtank - november 2017\content\77a\www.emailsupportcenter.com\2017-11-18 04-44-02,1,7.0,29.0,1,0.0,0.0,0.0,277.92857139999995,20016,14,14,0.7142857140000001,10,phish,phish
scacchi.scartoffie.it,2017-11-24 09-44-00,C:\Phishing Project\phishtank - november 2017\content\111\scacchi.scartoffie.it\2017-11-24 09-44-00,1,1.0,4.0,1,0.0,0.0,0.0,38.0,188,2,2,0.5,1,phish,phish
wholesome.dcwdhost.com,2017-09-20 06-28-24,C:\Phishing Project\phishtank - september 2017\content\9b9\wholesome.dcwdhost.com\2017-09-20 06-28-24,1,6.0,10.0,1,4.0,0.0,0.0,55.0,774,4,4,0.0,0,phish,phish
wine-staging.com,2017-12-04 11-01-50,C:\target site - 20K alexa\content\23e\wine-staging.com\2017-12-04 11-01-50,1,0.0,0.0,1,0.0,0.0,0.0,0.0,0,0,0,0.0,0,phish,alexa
stduviewer.ru,2017-11-20 09-14-25,C:\target site - 20K alexa\content\598\stduviewer.ru\2017-11-20 09-14-25,1,0.0,1.0,2,0.0,0.0,0.0,67.0,385,0,1,0.0,0,phish,alexa
bit.ly,2017-09-21 11-45-26,C:\Phishing Project\phishtank - september 2017\content\2a6\bit.ly\2017-09-21 11-45-26,1,15.0,22.0,1,9.0,0.0,0.0,367.14285710000007,16999,2,14,0.857142857,12,phish,phish
www.veganroar.com,2017-11-24 01-45-00,C:\Phishing Project\phishtank - november 2017\content\8f9\www.veganroar.com\2017-11-24 01-45-00,1,1.0,1.0,1,0.0,0.0,0.0,0.0,0,1,0,0.0,0,phish,phish
seraildi.com,2017-11-17 10-44-54,C:\Phishing Project\phishtank - november 2017\content\5a0\seraildi.com\2017-11-17 10-44-54,1,0.0,0.0,1,0.0,0.0,0.0,0.0,0,0,0,0.0,0,phish,phish
www.koaas.cf,2017-11-21 05-44-51,C:\Phishing Project\phishtank - november 2017\content\b15\www.koaas.cf\2017-11-21 05-44-51,1,0.0,0.0,1,0.0,0.0,0.0,0.0,0,0,0,0.0,0,phish,phish
wolrdssl.net,2017-11-20 10-00-38,C:\target site - 20K alexa\content\970\wolrdssl.net\2017-11-20 10-00-38,1,0.0,2.0,1,0.0,0.0,0.0,0.0,0,0,0,0.0,0,phish,alexa
jungleerummy.com,2017-11-20 12-56-51,C:\target site - 20K alexa\content\330\jungleerummy.com\2017-11-20 12-56-51,1,3.0,3.0,1,0.0,0.0,0.0,15.0,70,1,2,1.0,2,phish,alexa
datashared.000webhostapp.com,2017-11-17 08-44-41,C:\Phishing Project\phishtank - november 2017\content\cc0\datashared.000webhostapp.com\2017-11-17 08-44-41,1,3.0,6.0,1,0.0,0.0,0.0,61.0,500,3,2,0.0,0,phish,phish
itpcjr7xvin.5904a7j1pg.biz,2017-11-16 10-14-01,C:\Phishing Project\phishtank - november 2017\content\e25\itpcjr7xvin.5904a7j1pg.biz\2017-11-16 10-14-01,1,1.0,0.0,1,0.0,0.0,0.0,0.0,0,0,0,0.0,0,phish,phish
acts430.com,2017-09-20 08-53-01,C:\Phishing Project\phishtank - september 2017\content\2e2\acts430.com\2017-09-20 08-53-01,1,1.0,4.0,1,0.0,0.0,0.0,60.0,206,3,1,1.0,1,phish,phish
www.juridicacursos.com,2017-11-25 10-09-04,C:\Phishing Project\phishtank - november 2017\content\a39\www.juridicacursos.com\2017-11-25 10-09-04,1,1.0,2.0,1,0.0,0.0,0.0,141.0,525,0,2,0.5,1,phish,phish
newsunracing.com,2017-11-21 12-14-36,C:\Phishing Project\phishtank - november 2017\content\70b\newsunracing.com\2017-11-21 12-14-36,1,0.0,0.0,1,0.0,0.0,0.0,0.0,0,0,0,0.0,0,phish,phish
marbleworksusa.com,2017-09-21 09-44-53,C:\Phishing Project\phishtank - september 2017\content\753\marbleworksusa.com\2017-09-21 09-44-53,1,3.0,4.0,1,3.0,0.0,0.0,0.0,0,0,0,0.0,0,phish,phish
poderdevender.com,2017-11-26 10-29-00,C:\Phishing Project\phishtank - november 2017\content\094\poderdevender.com\2017-11-26 10-29-00,1,0.0,1.0,2,0.5,0.5,0.0,0.0,0,0,0,0.0,0,phish,phish
www.strathaird.com.au,2017-09-22 06-05-04,C:\Phishing Project\phishtank - september 2017\content\0b1\www.strathaird.com.au\2017-09-22 06-05-04,1,2.0,0.0,1,1.0,0.0,0.0,0.0,0,0,0,0.0,0,phish,phish
armtrans.com.au,2017-09-21 10-59-49,C:\Phishing Project\phishtank - september 2017\content\b0d\armtrans.com.au\2017-09-21 10-59-49,1,1.0,0.0,1,0.0,0.0,0.0,0.0,0,0,0,0.0,0,phish,phish
babakhani.github.io,2017-12-04 08-13-24,C:\target site - 20K alexa\content\a20\babakhani.github.io\2017-12-04 08-13-24,1,0.0,0.0,1,0.0,0.0,0.0,0.0,0,0,0,0.0,0,phish,alexa
osrs.news,2017-11-25 09-14-00,C:\Phishing Project\phishtank - november 2017\content\297\osrs.news\2017-11-25 09-14-00,1,1.0,0.0,1,0.0,0.0,0.0,0.0,0,0,0,0.0,0,phish,phish
townandcountrykitchenandbath.com,2017-09-20 08-47-03,C:\Phishing Project\phishtank - september 2017\content\250\townandcountrykitchenandbath.com\2017-09-20 08-47-03,1,0.0,0.0,1,0.0,0.0,0.0,0.0,0,0,0,0.0,0,phish,phish
gcntoman.com,2017-09-24 08-54-07,C:\Phishing Project\phishtank - september 2017\content\767\gcntoman.com\2017-09-24 08-54-07,1,2.0,3.0,1,0.0,0.0,0.0,52.0,156,1,1,0.0,0,phish,phish
www.urces.phwww.moneyclipdirect.com,2017-09-20 08-25-37,C:\Phishing Project\phishtank - september 2017\content\fe7\www.urces.phwww.moneyclipdirect.com\2017-09-20 08-25-37,1,4.0,4.0,1,0.0,0.0,0.0,243.5,1720,2,2,0.5,1,phish,phish
www.acms-cm.org,2017-09-21 10-04-04,C:\Phishing Project\phishtank - september 2017\content\290\www.acms-cm.org\2017-09-21 10-04-04,1,0.0,0.5,2,0.0,0.0,0.0,0.0,0,0,0,0.0,0,phish,phish
stalwartent.com,2017-11-21 09-44-02,C:\Phishing Project\phishtank - november 2017\content\0fc\stalwartent.com\2017-11-21 09-44-02,1,0.0,2.0,1,1.0,1.0,0.0,0.0,0,0,0,0.0,0,phish,phish
goldcoinhealthfoods.com,2017-09-22 07-03-59,C:\Phishing Project\phishtank - september 2017\content\9ec\goldcoinhealthfoods.com\2017-09-22 07-03-59,1,4.0,5.0,1,0.0,0.0,0.0,0.0,0,0,0,0.0,0,phish,phish
karamblam.com,2017-11-21 06-07-54,C:\target site - 20K alexa\content\c40\karamblam.com\2017-11-21 06-07-54,1,0.0,0.0,1,0.0,0.0,0.0,0.0,0,0,0,0.0,0,phish,alexa
bullbarrier.com,2017-09-28 07-44-46,C:\Phishing Project\phishtank - september 2017\content\b53\bullbarrier.com\2017-09-28 07-44-46,1,0.0,0.0,1,0.0,0.0,0.0,0.0,0,0,0,0.0,0,phish,phish
mospl.com.np,2017-11-23 08-44-32,C:\Phishing Project\phishtank - november 2017\content\806\mospl.com.np\2017-11-23 08-44-32,1,1.0,4.0,2,0.0,0.0,0.0,60.0,206,3,1,1.0,1,phish,phish
www.l-oracle.com,2017-11-23 08-14-03,C:\Phishing Project\phishtank - november 2017\content\8da\www.l-oracle.com\2017-11-23 08-14-03,1,0.0,1.0,1,0.0,0.0,0.0,0.0,0,1,0,0.0,0,phish,phish
barteralsat.az,2017-09-20 08-18-30,C:\Phishing Project\phishtank - september 2017\content\1f0\barteralsat.az\2017-09-20 08-18-30,1,1.0,4.0,1,0.0,0.0,0.0,60.0,206,3,1,1.0,1,phish,phish
informationsistem42.000webhostapp.com,2017-11-17 06-49-41,C:\Phishing Project\phishtank - november 2017\content\842\informationsistem42.000webhostapp.com\2017-11-17 06-49-41,1,1.0,1.0,1,0.0,0.0,0.0,181.0,426,0,1,1.0,1,phish,phish
namilo.com,2017-11-21 02-09-33,C:\target site - 20K alexa\content\626\namilo.com\2017-11-21 02-09-33,1,14.0,3.0,2,1.0,0.0,0.0,104.0,367,2,1,1.0,1,phish,alexa
premierstucco.com,2017-09-23 10-59-01,C:\Phishing Project\phishtank - september 2017\content\5f7\premierstucco.com\2017-09-23 10-59-01,1,32.0,11.0,1,0.0,0.0,0.0,190.0,7093,2,9,0.7777777779999999,7,phish,phish
zssxrxw9.beget.tech,2017-11-18 01-14-32,C:\Phishing Project\phishtank - november 2017\content\ac5\zssxrxw9.beget.tech\2017-11-18 01-14-32,1,0.0,0.0,1,0.0,0.0,0.0,0.0,0,0,0,0.0,0,phish,phish
nfltech.ws,2017-09-24 11-29-10,C:\Phishing Project\phishtank - september 2017\content\8cb\nfltech.ws\2017-09-24 11-29-10,1,8.0,12.0,1,0.0,0.0,0.0,7.0,90,6,3,0.0,0,phish,phish
